short_ref,full_ref,ref_id,study_id,context_raw,action_goals,system_orientation,local_global,experimental_manipulation,manipulation_category,positive_future,appraisal_possible,appraisal_probable,appraisal_controllable,sample_hope_min,sample_hope_max,sample_hope_m,sample_hope_sd,notes,dv_measurement,dv_min,dv_max,dv_mean,dv_sd,eff_min,eff_max,eff_mean,eff_sd,pub_type,study_design,data_type,n,age_m,female_prop,sample_type,Western,educated,industrialised,rich,individualism,looseness,tight_loose_dichotomous,uncertainty_avoidance,power_distance,year,country,gini,coc,democracy_index,regime_type,intractable_conflict,r,hope_type,dv_type,action_type,alignment,hope_n,hope_m,hope_sd,control_n,control_m,control_sd
Wenzel et al. (2024),"Wenzel, M., Love, J., & Thomas, E. F. (2024). Imagining a positive future: Desirability and possibility as possible pathways to hope and commitment to collective action. Imagination, Cognition and Personality, 44(1), 5–37. https://doi.org/10.1177/02762366241268146",71,S1,Combatting climate change,Environmental protection,System challenging,Global,,,,,,,1,11,6.0797,2.02903,"Correlation between hope and collective action intentions scale, created using data available on OSF",scale,1,11,7.7984,2.09072,,,,,published,experimental,correlational,301,44.67,59.5,panel,1,1,1,1,73,,,51,38,2024,Australia,0.338,85.3,8.85,Full democracy,0,0.186,Hope for social change,intentions,Conventional,Aligned,,,,,,
Wenzel et al. (2024),"Wenzel, M., Love, J., & Thomas, E. F. (2024). Imagining a positive future: Desirability and possibility as possible pathways to hope and commitment to collective action. Imagination, Cognition and Personality, 44(1), 5–37. https://doi.org/10.1177/02762366241268146",71,S1,Combatting climate change,Environmental protection,System challenging,Global,,,,,,,1,11,6.0797,2.02903,"Correlation between hope and attitudinal support for climate action scale, created using data available on OSF",scale,1,11,5.485,1.52566,,,,,published,experimental,correlational,301,44.67,59.5,panel,1,1,1,1,73,,,51,38,2024,Australia,0.338,85.3,8.85,Full democracy,0,0.229,Hope for social change,attitudinal support,Conventional,Aligned,,,,,,
Wenzel et al. (2024),"Wenzel, M., Love, J., & Thomas, E. F. (2024). Imagining a positive future: Desirability and possibility as possible pathways to hope and commitment to collective action. Imagination, Cognition and Personality, 44(1), 5–37. https://doi.org/10.1177/02762366241268146",71,S1,Combatting climate change,Environmental protection,System compatible,Global,"The experimental manipulation required participants to imagine a positive future, related to combating climate change, with either a 2-year or a 50-year temporal distance of the imagined future. The design was a 3-group (imagination: 2-years temporal distance, 50-years temporal distance, no-imagination control) between-subjects design with random allocation. The imagination task required participants to imagine a positive future world, either 2 years or 50 years from now, resulting from progress with combating climate change. The instructions for the imagination task were designed so that it was completely up to the participants to imagine the future without any prescription of what that future should be like, other than to be positive. In the no-imagination control condition participants did not receive any imagination instructions and proceeded straight to the dependent variable measures—this was deemed the most neutral option compared to the potential distraction and confounds associated with a filler task.",Utopian thinking task,1,,,,1,11,6.0797,2.02903,Consumer intentions group means for hope condition (averaged across near and distant future) vs control condition (no imagination),scale,1,11,7.9579,2.08373,,,,,published,experimental,experimental,301,44.67,59.5,panel,1,1,1,1,73,,,51,38,2024,Australia,0.338,85.3,8.85,Full democracy,0,,Hope for social change,intentions,Consumer,Aligned,202,8.12445,2.01565,99,7.6162,2.1948
Wenzel et al. (2024),"Wenzel, M., Love, J., & Thomas, E. F. (2024). Imagining a positive future: Desirability and possibility as possible pathways to hope and commitment to collective action. Imagination, Cognition and Personality, 44(1), 5–37. https://doi.org/10.1177/02762366241268146",71,S1,Combatting climate change,Environmental protection,System challenging,Global,"The experimental manipulation required participants to imagine a positive future, related to combating climate change, with either a 2-year or a 50-year temporal distance of the imagined future. The design was a 3-group (imagination: 2-years temporal distance, 50-years temporal distance, no-imagination control) between-subjects design with random allocation. The imagination task required participants to imagine a positive future world, either 2 years or 50 years from now, resulting from progress with combating climate change. The instructions for the imagination task were designed so that it was completely up to the participants to imagine the future without any prescription of what that future should be like, other than to be positive. In the no-imagination control condition participants did not receive any imagination instructions and proceeded straight to the dependent variable measures—this was deemed the most neutral option compared to the potential distraction and confounds associated with a filler task.",Utopian thinking task,1,,,,1,11,6.0797,2.02903,Collective action intentions group means for hope condition (averaged across near and distant future) vs control condition (no imagination),scale,1,11,7.7984,2.09072,,,,,published,experimental,experimental,301,44.67,59.5,panel,1,1,1,1,73,,,51,38,2024,Australia,0.338,85.3,8.85,Full democracy,0,,Hope for social change,intentions,Conventional,Aligned,202,7.9873,2.035235,99,7.4108,2.1633
Wenzel et al. (2024),"Wenzel, M., Love, J., & Thomas, E. F. (2024). Imagining a positive future: Desirability and possibility as possible pathways to hope and commitment to collective action. Imagination, Cognition and Personality, 44(1), 5–37. https://doi.org/10.1177/02762366241268146",71,S1,Combatting climate change,Environmental protection,System challenging,Global,"The experimental manipulation required participants to imagine a positive future, related to combating climate change, with either a 2-year or a 50-year temporal distance of the imagined future. The design was a 3-group (imagination: 2-years temporal distance, 50-years temporal distance, no-imagination control) between-subjects design with random allocation. The imagination task required participants to imagine a positive future world, either 2 years or 50 years from now, resulting from progress with combating climate change. The instructions for the imagination task were designed so that it was completely up to the participants to imagine the future without any prescription of what that future should be like, other than to be positive. In the no-imagination control condition participants did not receive any imagination instructions and proceeded straight to the dependent variable measures—this was deemed the most neutral option compared to the potential distraction and confounds associated with a filler task.",Utopian thinking task,1,,,,1,11,6.0797,2.02903,Attitudinal support group means for hope condition (averaged across near and distant future) vs control condition (no imagination),scale,1,11,5.485,1.52566,,,,,published,experimental,experimental,301,44.67,59.5,panel,1,1,1,1,73,,,51,38,2024,Australia,0.338,85.3,8.85,Full democracy,0,,Hope for social change,attitudinal support,Conventional,Aligned,202,5.6364,1.530085,99,5.3569,1.52251
Wenzel et al. (2024),"Wenzel, M., Love, J., & Thomas, E. F. (2024). Imagining a positive future: Desirability and possibility as possible pathways to hope and commitment to collective action. Imagination, Cognition and Personality, 44(1), 5–37. https://doi.org/10.1177/02762366241268146",71,S2,Economic inequality,Socioeconomic justice,System challenging,Global,,,,,,,1,11,5.4204,2.50895,"Correlation between hope and collective action intentions scale, created using data available on OSF",scale,1,11,6.5189,2.40043,,,,,published,experimental,correlational,489,34.65,55,other convenience,1,1,1,1,73,,,51,38,2024,Australia,0.338,85.3,8.85,Full democracy,0,0.234,Hope for social change,intentions,Conventional,Aligned,,,,,,
Wenzel et al. (2024),"Wenzel, M., Love, J., & Thomas, E. F. (2024). Imagining a positive future: Desirability and possibility as possible pathways to hope and commitment to collective action. Imagination, Cognition and Personality, 44(1), 5–37. https://doi.org/10.1177/02762366241268146",71,S2,Economic inequality,Socioeconomic justice,System challenging,Global,,,,,,,1,11,5.4204,2.50895,"Correlation between hope and attitudinal support for action, created using data available on OSF",scale,1,11,7.93,2.45,,,,,published,experimental,correlational,489,34.65,55,other convenience,1,1,1,1,73,,,51,38,2024,Australia,0.338,85.3,8.85,Full democracy,0,0.086,Hope for social change,attitudinal support,Conventional,Aligned,,,,,,
Wenzel et al. (2024),"Wenzel, M., Love, J., & Thomas, E. F. (2024). Imagining a positive future: Desirability and possibility as possible pathways to hope and commitment to collective action. Imagination, Cognition and Personality, 44(1), 5–37. https://doi.org/10.1177/02762366241268146",71,S2,Economic inequality,Socioeconomic justice,System challenging,Global,"The experimental manipulation required participants to imagine a positive future, related to combating economic in equality, with either a 2-year or a 50-year temporal distance of the imagined future. The design was a 3-group (imagination: 2-years temporal distance, 50-years temporal distance, no-imagination control) between-subjects design with random allocation. The imagination task required participants to imagine a positive future world, either 2 years or 50 years from now, resulting from progress with combating economic inequality. The instructions for the imagination task were designed so that it was completely up to the participants to imagine the future without any prescription of what that future should be like, other than to be positive. In the no-imagination control condition participants did not receive any imagination instructions and proceeded straight to the dependent variable measures—this was deemed the most neutral option compared to the potential distraction and confounds associated with a filler task.",Utopian thinking task,1,,,,1,11,5.4204,2.50895,Collective action intentions group means for hope condition (averaged across near and distant future) vs control condition (no imagination),scale,1,11,6.5189,2.40043,,,,,published,experimental,experimental,489,34.65,55,other convenience,1,1,1,1,73,,,51,38,2024,Australia,0.338,85.3,8.85,Full democracy,0,,Hope for social change,intentions,Conventional,Aligned,306,6.68605,2.39098,183,6.2363,2.4036
Wenzel et al. (2024),"Wenzel, M., Love, J., & Thomas, E. F. (2024). Imagining a positive future: Desirability and possibility as possible pathways to hope and commitment to collective action. Imagination, Cognition and Personality, 44(1), 5–37. https://doi.org/10.1177/02762366241268146",71,S2,Economic inequality,Socioeconomic justice,System challenging,Global,"The experimental manipulation required participants to imagine a positive future, related to combating economic in equality, with either a 2-year or a 50-year temporal distance of the imagined future. The design was a 3-group (imagination: 2-years temporal distance, 50-years temporal distance, no-imagination control) between-subjects design with random allocation. The imagination task required participants to imagine a positive future world, either 2 years or 50 years from now, resulting from progress with combating economic inequality. The instructions for the imagination task were designed so that it was completely up to the participants to imagine the future without any prescription of what that future should be like, other than to be positive. In the no-imagination control condition participants did not receive any imagination instructions and proceeded straight to the dependent variable measures—this was deemed the most neutral option compared to the potential distraction and confounds associated with a filler task.",Utopian thinking task,1,,,,1,11,5.4204,2.50895,Attitudinal support group means for hope condition (averaged across near and distant future) vs control condition (no imagination),scale,1,11,7.93,2.45,,,,,published,experimental,experimental,489,34.65,55,other convenience,1,1,1,1,73,,,51,38,2024,Australia,0.338,85.3,8.85,Full democracy,0,,Hope for social change,attitudinal support,Conventional,Aligned,306,8.08,2.3875,183,7.68,2.535
Giugni & Grasso (2025),"Giugni, M., & Grasso, M. (2025). Words are stones: How elite discourse deters the political participation of young people. Journal of Youth Studies. https://doi.org/10.1080/13676261.2025.2465521",72,S1,Effect of elite messaging on young people's non-electorial political engagement,General political engagement,System compatible,Global,,,,,,,1,5,2.59,1.18,Correlation between hope and general political participation,scale,1,5,2.82,0.88,,,,,published,experimental,correlational,6410,,,panel,1,1,1,1,76,89.3,Loose cultures,35,35,2025,United Kingdom,0.324,,8.34,Full democracy,0,0.236,State hope,intentions,Conventional,Aligned,,,,,,
Giugni & Grasso (2025),"Giugni, M., & Grasso, M. (2025). Words are stones: How elite discourse deters the political participation of young people. Journal of Youth Studies. https://doi.org/10.1080/13676261.2025.2465521",72,S1,Effect of elite messaging on young people's non-electorial political engagement,General political engagement,System compatible,Global,,,,,,,1,5,2.59,1.18,Correlation between hope and protest participation,scale,1,5,2.67,1.07,,,,,published,experimental,correlational,6410,,,panel,1,1,1,1,76,89.3,Loose cultures,35,35,2025,United Kingdom,0.324,,8.34,Full democracy,0,0.2258,State hope,intentions,Conventional,Aligned,,,,,,
Kim & Smith (2025),"Kim, Y., & Smith, R. A. (2025). Motivating neighborhood-focused health activism: Exploring the nexus of collective efficacy, social hope, and neighborhood activism. Journal of Applied Communication Research. https://doi.org/10.1080/00909882.2025.2461312",73,S1,"Neighbourhood activism related to lead contamination in Pennsylvania, US",Environmental protection,System challenging,Local,,,,,,,1,5,2.56,1.12,Correlation between hope and health activism scale,scale,1,5,2.96,1.08,1,5,3.29,0.95,published,experimental,correlational,401,36,58,panel,1,1,1,1,60,58,Tight cultures,40,48,2025,United States,0.418,,7.65,Flawed democracy,0,0.46,Hope for social change,intentions,Conventional,Aligned,,,,,,
Kim & Smith (2025),"Kim, Y., & Smith, R. A. (2025). Motivating neighborhood-focused health activism: Exploring the nexus of collective efficacy, social hope, and neighborhood activism. Journal of Applied Communication Research. https://doi.org/10.1080/00909882.2025.2461312",73,S1,"Neighbourhood activism related to lead contamination in Pennsylvania, US",Environmental protection,System challenging,Local,"Imagination prompt vs control (recommended actions prompt absent). Participants in the imagination condition were asked … Imagine a better future where your neighborhood is completely free from the risks of lead exposure. Imagine that all residents become healthier, more kids play in the neighborhood, and water anywhere from your neighborhood becomes safe to drink. Think about how the daily lives of residents in your neighborhood will be changed and try to visualize a better future in your mind.",Utopian thinking task,1,,,,1,5,2.56,1.12,"Group means for hope condition (imagination prompt present) vs control (imagination prompt absent), for recommended actions prompt absent) on health activism intentions",scale,1,5,2.96,1.08,1,5,3.29,0.95,published,experimental,experimental,401,36,58,panel,1,1,1,1,60,58,Tight cultures,40,48,2025,United States,0.418,,7.65,Flawed democracy,0,,Hope for social change,intentions,Conventional,Aligned,100,2.946,1.07926,101,2.9028,1.05887
Kim & Smith (2025),"Kim, Y., & Smith, R. A. (2025). Motivating neighborhood-focused health activism: Exploring the nexus of collective efficacy, social hope, and neighborhood activism. Journal of Applied Communication Research. https://doi.org/10.1080/00909882.2025.2461312",73,S1,"Neighbourhood activism related to lead contamination in Pennsylvania, US",Environmental protection,System challenging,Local,"Imagination prompt vs control (recommended actions prompt present). Participants in the imagination condition were asked … Imagine a better future where your neighborhood is completely free from the risks of lead exposure. Imagine that all residents become healthier, more kids play in the neighborhood, and water anywhere from your neighborhood becomes safe to drink. Think about how the daily lives of residents in your neighborhood will be changed and try to visualize a better future in your mind. Recommended-actions information pre-sented a description of behaviors that neighbors could take to eliminate lead exposure. The message first described that neighbors have the capability to make a better future for all (e.g. ‘Keep in mind that collective efforts can bring about a better future for the neighborhood!’). Then, information about the behaviors that can reduce lead exposure in the neighborhood is presented (e.g. ‘As neighbors, we can run the water for a few minutes before using it for drinking.’) ",Utopian thinking task,1,,,1,1,5,2.56,1.12,"Group means for hope condition (imagination prompt present) vs control (imagination prompt absent), averaged across the levels of the other IV (recommended actions prompt present vs absent) on health activism intentions",scale,1,5,2.96,1.08,1,5,3.29,0.95,published,experimental,experimental,401,36,58,panel,1,1,1,1,60,58,Tight cultures,40,48,2025,United States,0.418,,7.65,Flawed democracy,0,,Hope for social change,intentions,Conventional,Aligned,102,3.0283,1.04708,101,2.9028,1.05887
